title,vote_average,popularity,genres_clean
"As Above, So Below",6.1,26.510558,"['horror', 'thriller']"
Addicted,5.4,7.544515,"['drama', 'thriller']"
Eve's Bayou,6.1,1.126941,['drama']
Still Alice,7.5,35.307577,['drama']
The Egyptian,6.0,4.079111,"['history', 'drama']"
Nighthawks,6.4,7.058868,"['action', 'crime', 'thriller']"
Friday the 13th Part VIII: Jason Takes Manhattan,4.8,12.904615,"['horror', 'thriller']"
My Big Fat Greek Wedding,6.2,18.115566,"['comedy', 'drama', 'romance']"
Spring Breakers,5.0,62.554173,"['drama', 'crime']"
Halloween: The Curse of Michael Myers,5.0,9.483717,"['horror', 'thriller']"
Y Tu Mamá También,7.3,16.890285,"['drama', 'romance']"
Shaun of the Dead,7.5,49.12486,"['horror', 'comedy']"
The Haunting of Molly Hartley,4.3,8.309894,"['drama', 'horror']"
Lone Star,6.9,5.960149,"['drama', 'mystery', 'romance']"
Halloween 4: The Return of Michael Myers,5.9,9.302349,"['horror', 'thriller']"
April Fool's Day,5.8,8.190888,"['horror', 'mystery']"
Diner,6.9,5.87193,"['comedy', 'drama']"
Lone Wolf McQuade,5.5,8.452666,"['action', 'crime', 'drama', 'romance', 'thriller', 'western']"
Apollo 18,5.0,17.028252,"['horror', 'thriller', 'sciencefiction']"
Sunshine Cleaning,6.5,19.336367,"['comedy', 'drama']"
No Escape,6.7,38.006982,"['action', 'thriller']"
The Beastmaster,6.0,6.377523,"['action', 'fantasy']"
Solomon and Sheba,5.4,0.835617,"['drama', 'history', 'romance', 'war']"
Fifty Shades of Black,4.3,14.947588,"['romance', 'comedy']"
Not Easily Broken,6.3,5.1299,"['drama', 'romance']"
A Farewell to Arms,6.2,1.199451,"['drama', 'romance', 'war']"
The Perfect Match,5.2,3.810827,"['comedy', 'romance']"
Digimon: The Movie,6.2,3.7387,"['fantasy', 'animation', 'sciencefiction', 'family']"
Saved!,6.3,9.85123,"['comedy', 'drama']"
The Barbarian Invasions,6.7,3.03091,"['comedy', 'crime', 'drama']"
Robin and Marian,6.6,3.199904,"['action', 'adventure', 'drama', 'romance']"
The Forsaken,4.9,2.739307,"['action', 'adventure', 'horror', 'thriller']"
Force 10 from Navarone,6.4,5.348446,"['action', 'adventure', 'war', 'thriller']"
UHF,6.7,4.070044,['comedy']
Grandma's Boy,6.6,9.974681,['comedy']
Slums of Beverly Hills,6.5,6.308298,"['comedy', 'drama']"
Once Upon a Time in the West,8.1,49.333137,['western']
Made,6.3,4.149628,"['action', 'comedy', 'thriller']"
Moon,7.6,46.114184,"['sciencefiction', 'drama']"
Keeping Up with the Steins,5.2,3.562563,['comedy']
Sea Rex 3D: Journey to a Prehistoric World,5.9,4.498368,['documentary']
The Sweet Hereafter,6.8,7.673124,['drama']
Of Gods and Men,6.5,4.992475,"['drama', 'history']"
Bottle Shock,6.6,6.174435,"['comedy', 'drama']"
Jekyll and Hyde ... Together Again,4.6,0.805312,"['comedy', 'horror', 'sciencefiction']"
Heavenly Creatures,7.0,8.753409,"['drama', 'fantasy']"
90 Minutes in Heaven,5.4,3.943706,['drama']
Everything Must Go,6.0,9.169411,"['comedy', 'drama', 'romance']"
Zero Effect,6.0,2.732031,"['comedy', 'crime', 'mystery', 'thriller']"
The Machinist,7.3,35.252056,"['thriller', 'drama']"
Light Sleeper,5.7,6.063868,"['drama', 'crime']"
Kill the Messenger,6.6,21.343093,"['thriller', 'crime', 'drama', 'mystery']"
Rabbit Hole,6.9,10.095184,['drama']
Party Monster,5.9,4.129165,"['comedy', 'drama', 'crime']"
Green Room,6.7,30.001024,"['horror', 'crime', 'thriller']"
The Oh in Ohio,5.8,6.759235,"['comedy', 'drama', 'romance']"
Atlas Shrugged Part III: Who is John Galt?,3.9,1.731035,"['drama', 'sciencefiction', 'mystery']"
Bottle Rocket,6.8,11.700578,"['comedy', 'crime', 'drama']"
Albino Alligator,5.6,2.388683,"['crime', 'drama', 'thriller']"
"Gandhi, My Father",6.0,0.080704,"['drama', 'foreign', 'history']"
Standard Operating Procedure,6.6,0.888986,['documentary']
Out of the Blue,6.5,0.679351,['drama']
Tucker and Dale vs Evil,7.3,19.940245,"['comedy', 'horror']"
"Lovely, Still",6.2,1.286991,"['drama', 'romance']"
Tycoon,6.6,0.042442,"['action', 'drama', 'romance']"
Desert Blue,5.5,1.116206,"['comedy', 'drama']"
Decoys,4.7,3.05434,"['horror', 'sciencefiction', 'thriller']"
The Visit,6.0,38.94708,"['horror', 'thriller']"
Redacted,6.2,3.792015,"['drama', 'war']"
Fascination,3.8,0.219799,"['romance', 'thriller']"
Area 51,4.2,7.794,"['horror', 'thriller', 'sciencefiction']"
Sleep Tight,7.0,9.136965,['thriller']
The Cottage,6.3,8.39685,"['horror', 'comedy', 'crime', 'thriller']"
Dead Like Me: Life After Death,5.8,7.864905,"['drama', 'fantasy', 'comedy']"
Farce of the Penguins,3.2,1.963219,"['comedy', 'documentary']"
Flying By,7.0,1.546169,['drama']
Rudderless,7.4,10.619574,"['music', 'drama', 'comedy']"
Henry & Me,3.0,0.999655,"['family', 'animation']"
Christmas Eve,6.1,1.985243,"['romance', 'comedy']"
We Have Your Husband,5.0,0.102003,"['tvmovie', 'crime', 'drama', 'thriller']"
Dying of the Light,4.5,10.48009,"['thriller', 'drama']"
Born Of War,4.1,1.136568,"['action', 'thriller', 'war']"
Capricorn One,6.4,11.095219,"['drama', 'action', 'thriller', 'sciencefiction']"
Should've Been Romeo,0.0,0.40703,"['comedy', 'drama']"
Running Forever,0.0,0.028756,['family']
Yoga Hosers,4.7,8.618793,"['comedy', 'fantasy', 'horror', 'thriller']"
Navy Seals vs. Zombies,3.5,2.394613,"['horror', 'action']"
I Served the King of England,7.0,2.387463,"['comedy', 'drama']"
Soul Kitchen,7.1,5.461487,"['drama', 'comedy']"
Sling Blade,7.4,14.805264,['drama']
The Awakening,6.3,25.30216,"['horror', 'thriller']"
Hostel,5.7,38.83192,['horror']
A Cock and Bull Story,6.2,3.500741,"['comedy', 'drama']"
Take Shelter,7.1,19.807295,"['thriller', 'drama']"
Lady in White,6.3,1.435742,"['horror', 'thriller']"
Driving Lessons,6.3,7.667888,"['drama', 'comedy']"
Let's Kill Ward's Wife,5.5,8.496364,['comedy']
The Texas Chainsaw Massacre 2,5.9,9.617777,['horror']
Pat Garrett & Billy the Kid,7.2,4.495256,['western']
Only God Forgives,5.6,35.754865,"['drama', 'thriller', 'crime']"
Camping Sauvage,4.8,0.20323,"['drama', 'romance']"
Without Men,4.6,0.28076,"['comedy', 'romance']"
Dear Frankie,7.0,3.11319,"['drama', 'family']"
All Hat,1.0,0.137535,"['action', 'comedy', 'drama', 'western']"
The Names of Love,7.3,6.368933,"['drama', 'comedy', 'romance']"
Treading Water,5.6,0.217538,"['drama', 'comedy']"
Savage Grace,5.7,3.531877,['drama']
Out of the Blue,5.9,0.706355,['drama']
Police Academy,6.5,15.002502,"['comedy', 'crime']"
The Blue Lagoon,5.8,22.585384,"['romance', 'adventure', 'drama']"
Four Weddings and a Funeral,6.6,29.834065,"['comedy', 'drama', 'romance']"
Fast Times at Ridgemont High,7.0,20.403344,['comedy']
Moby Dick,6.9,5.224593,"['adventure', 'drama']"
25th Hour,7.2,30.196039,"['crime', 'drama']"
Bound,6.9,15.359952,"['crime', 'drama', 'romance', 'thriller']"
Requiem for a Dream,7.9,11.573034,"['crime', 'drama']"
State Fair,6.2,1.847822,"['music', 'romance']"
Tango,6.8,0.425551,"['drama', 'foreign', 'romance']"
Salvador,7.0,3.819796,['drama']
Moms' Night Out,5.5,10.274542,['comedy']
Donnie Darko,7.7,61.210016,"['fantasy', 'drama', 'mystery']"
Saving Private Perez,6.1,0.177356,"['action', 'comedy', 'foreign']"
Character,7.7,0.011697,"['drama', 'foreign', 'history']"
Spun,6.6,6.249262,"['comedy', 'crime', 'drama']"
Life During Wartime,6.3,3.108881,"['comedy', 'drama']"
Sympathy for Lady Vengeance,7.4,17.074843,"['drama', 'thriller']"
Mozart's Sister,6.2,0.774442,['drama']
Mean Machine,6.0,8.816995,"['comedy', 'drama']"
Exiled,7.0,8.48639,"['action', 'crime', 'thriller']"
Blackthorn,6.6,5.223096,"['adventure', 'action', 'western']"
Lilya 4-ever,7.7,7.759215,"['crime', 'drama']"
After.Life,5.4,14.570359,"['drama', 'horror', 'mystery', 'thriller']"
Fugly,5.3,0.371337,"['comedy', 'drama', 'thriller']"
One Flew Over the Cuckoo's Nest,8.2,127.525581,['drama']
R.L. Stine's Monsterville: The Cabinet of Souls,6.9,3.898737,"['comedy', 'horror']"
Silent Movie,6.7,7.315935,['comedy']
Airlift,7.3,2.551559,"['thriller', 'action', 'drama', 'history']"
Anne of Green Gables,8.2,8.772574,"['drama', 'family']"
Falcon Rising,5.5,6.988357,"['adventure', 'action']"
The Sweeney,5.7,6.938854,"['action', 'drama', 'crime']"
Sexy Beast,7.0,11.21273,"['crime', 'drama', 'thriller']"
Easy Money,6.5,7.217328,"['drama', 'thriller', 'crime']"
Whale Rider,7.1,12.439495,"['drama', 'family']"
Paa,6.6,2.126139,"['drama', 'family', 'foreign']"
Cargo,5.9,10.142218,"['thriller', 'mystery', 'sciencefiction']"
High School Musical,6.1,16.536374,"['comedy', 'drama', 'family', 'music', 'tvmovie']"
Love and Death on Long Island,6.9,0.933891,"['drama', 'romance', 'foreign']"
Night Watch,6.3,12.540624,"['fantasy', 'action', 'thriller']"
The Crying Game,6.9,8.839651,"['romance', 'crime', 'drama', 'thriller']"
Porky's,6.1,12.891276,['comedy']
Survival of the Dead,4.6,10.789912,"['horror', 'sciencefiction']"
Night of the Living Dead,7.5,25.666029,['horror']
Lost in Translation,7.3,45.66662,['drama']
Annie Hall,7.8,35.892034,"['comedy', 'drama', 'romance']"
The Greatest Show on Earth,6.6,8.988455,"['action', 'drama', 'romance']"
Monster's Ball,6.5,14.042041,"['drama', 'romance']"
Maggie,5.2,40.016306,['horror']
Leaving Las Vegas,7.1,22.030517,"['drama', 'romance']"
Hansel and Gretel Get Baked,4.8,2.503612,"['horror', 'comedy']"
The Front Page,6.9,4.117968,"['romance', 'drama', 'comedy']"
The Boy Next Door,4.1,24.161735,['thriller']
Trapeze,6.4,1.379354,['drama']
The Kids Are All Right,6.5,15.338211,"['comedy', 'drama']"
They Live,7.1,29.852608,"['action', 'horror', 'sciencefiction', 'thriller']"
The Great Escape,7.8,35.061467,"['adventure', 'drama', 'history', 'thriller', 'war']"
What the #$*! Do We (K)now!?,5.8,7.288352,['documentary']
The Last Exorcism Part II,4.4,10.605752,"['horror', 'thriller']"
Boyhood,7.5,43.40352,['drama']
Scoop,6.4,17.229537,"['comedy', 'mystery']"
The Wash,5.3,2.453459,"['action', 'comedy']"
3 Strikes,5.9,1.433692,"['action', 'comedy', 'romance']"
The Cooler,6.7,9.976428,"['drama', 'romance']"
The Misfits,6.8,2.930058,"['drama', 'action', 'romance']"
The Night Listener,5.5,7.173059,"['drama', 'thriller']"
The Jerky Boys,4.8,1.735462,"['comedy', 'crime']"
The Orphanage,7.1,29.071955,"['horror', 'drama', 'thriller']"
A Haunted House 2,5.4,18.428909,"['comedy', 'horror']"
The Rules of Attraction,6.3,11.387335,"['comedy', 'drama', 'romance']"
Topaz,6.1,5.975604,"['action', 'drama', 'mystery', 'thriller']"
Let's Go to Prison,5.5,4.59841,"['comedy', 'crime']"
Four Rooms,6.5,22.87623,"['crime', 'comedy']"
Secretary,6.7,19.107285,"['comedy', 'drama', 'romance']"
The Real Cancun,3.3,0.456485,['documentary']
Talk Radio,6.7,4.541908,['drama']
Waiting for Guffman,7.3,4.348416,"['music', 'comedy']"
Love Stinks,5.4,3.347885,"['comedy', 'romance']"
You Kill Me,6.2,6.091951,"['comedy', 'crime', 'thriller', 'romance']"
Thumbsucker,6.1,4.757625,"['comedy', 'drama']"
Red State,5.9,12.062371,"['horror', 'action', 'thriller']"
Mirrormask,6.6,7.758188,['fantasy']
Samsara,8.0,12.781973,"['drama', 'documentary']"
The Barbarians,5.1,1.631993,"['fantasy', 'adventure']"
The Art of Getting By,6.5,12.690224,"['drama', 'romance']"
Zipper,5.5,8.516229,"['thriller', 'drama']"
Poolhall Junkies,6.5,5.90259,"['comedy', 'drama', 'thriller']"
The Loss of Sexual Innocence,5.2,2.866934,['drama']
Holy Motors,6.9,9.140936,"['drama', 'fantasy']"
Joe,6.5,22.987897,['drama']
Shooting Fish,7.0,1.204941,"['crime', 'comedy', 'romance']"
Prison,6.7,7.605291,"['crime', 'drama', 'horror', 'thriller']"
Psycho Beach Party,6.0,2.855963,['comedy']
The Big Tease,5.8,0.502396,"['comedy', 'foreign']"
"Guten Tag, Ramón",8.1,1.771584,['drama']
Trust,6.6,21.230737,"['crime', 'drama', 'thriller']"
An Everlasting Piece,6.0,0.068246,"['comedy', 'crime']"
Among Giants,4.5,0.541652,"['comedy', 'romance']"
Adore,6.1,18.790221,['drama']
The Velocity of Gary,4.2,0.409089,"['drama', 'romance']"
Mondays in the Sun,7.1,3.663108,['drama']
Stake Land,6.2,12.496261,"['drama', 'horror', 'action', 'thriller', 'sciencefiction']"
The Last Time I Committed Suicide,6.7,0.596889,['drama']
Futuro Beach,6.4,2.611364,['drama']
Another Happy Day,6.2,3.238466,"['comedy', 'drama']"
A Lonely Place to Die,6.2,8.30723,"['adventure', 'action', 'thriller', 'crime']"
Nothing,5.8,3.408955,"['comedy', 'fantasy', 'sciencefiction']"
The Geographer Drank His Globe Away,7.3,1.876621,['drama']
1776,7.1,1.807571,"['drama', 'comedy', 'history', 'music']"
Inescapable,5.2,6.783053,"['thriller', 'romance']"
Hell's Angels,6.1,8.484123,"['action', 'drama', 'history']"
Purple Violets,5.7,0.936232,"['comedy', 'drama', 'romance']"
The Veil,4.5,12.822534,['horror']
The Loved Ones,6.6,4.989985,['horror']
The Helpers,4.1,1.390659,['horror']
How to Fall in Love,5.2,1.923514,"['comedy', 'romance', 'tvmovie']"
The Perfect Wave,4.4,4.118612,"['romance', 'adventure', 'drama']"
A Man for All Seasons,7.5,9.541688,"['drama', 'history']"
Network,7.7,17.234745,['drama']
Gone with the Wind,7.7,48.98255,"['drama', 'romance', 'war']"
Desert Dancer,6.5,1.972668,['drama']
Major Dundee,6.2,3.490215,"['war', 'western']"
Annie Get Your Gun,7.3,1.726175,"['action', 'comedy', 'music', 'romance', 'western']"
Four Lions,7.0,20.544999,"['comedy', 'crime', 'drama']"
The House of Sand,6.7,0.389471,['drama']
Defendor,6.5,8.45342,"['drama', 'action', 'comedy', 'crime']"
The Pirate,6.6,0.90522,"['music', 'romance']"
The Good Heart,6.0,2.201678,"['drama', 'comedy', 'romance']"
The History Boys,6.6,3.771652,"['comedy', 'drama']"
Midnight Cowboy,7.4,21.119209,['drama']
The Full Monty,6.8,17.002623,['comedy']
Airplane!,7.1,46.116885,['comedy']
Chain of Command,5.3,1.398981,"['thriller', 'adventure', 'action']"
Friday,7.0,25.5748,['comedy']
Menace II Society,7.2,3.418871,"['drama', 'action', 'crime']"
Creepshow 2,5.9,10.729884,['horror']
The Ballad of Cable Hogue,6.9,2.676535,"['action', 'comedy', 'western']"
In Cold Blood,7.4,7.821438,"['crime', 'drama']"
The Nun's Story,7.4,3.281509,['drama']
Harper,6.2,2.938973,"['action', 'drama', 'thriller', 'crime', 'mystery']"
Frenzy,7.1,10.219942,"['crime', 'drama', 'mystery', 'thriller']"
The Witch,6.3,50.319662,"['mystery', 'horror']"
I Got the Hook Up,5.4,0.593068,"['action', 'comedy']"
She's the One,5.7,8.406025,"['comedy', 'romance']"
Gods and Monsters,6.8,5.588652,['drama']
The Secret in Their Eyes,7.8,25.894065,"['crime', 'drama', 'mystery', 'romance']"
Train,4.8,3.280081,"['horror', 'thriller']"
Evil Dead II,7.6,35.674774,"['horror', 'comedy', 'fantasy']"
Pootie Tang,5.4,3.115754,"['action', 'comedy']"
Sharknado,3.8,20.466433,"['tvmovie', 'horror']"
The Other Conquest,5.4,0.015597,"['drama', 'foreign']"
Troll Hunter,6.7,12.982319,"['fantasy', 'horror']"
Ira & Abby,5.8,0.595136,"['comedy', 'romance']"
Winter Passing,6.7,3.643608,"['comedy', 'drama']"
D.E.B.S.,5.6,6.396936,['action']
The Masked Saint,2.9,0.909067,"['crime', 'action']"
The Betrayed,5.2,1.348114,"['crime', 'drama', 'mystery', 'thriller']"
Taxman,2.0,0.964802,"['action', 'crime', 'comedy', 'thriller']"
The Secret,0.0,0.042346,['drama']
2:13,4.6,1.271621,"['horror', 'thriller', 'mystery']"
"Batman: The Dark Knight Returns, Part 2",7.9,25.891466,"['action', 'animation']"
Time to Choose,0.0,1.618138,['documentary']
In the Name of the King III,3.3,4.304341,"['action', 'adventure', 'drama', 'fantasy']"
Wicked Blood,5.3,3.158056,"['action', 'drama', 'thriller']"
Stranded,5.0,3.230779,['drama']
Lords of London,3.6,1.913302,"['crime', 'mystery', 'thriller']"
High Anxiety,6.5,5.690619,"['comedy', 'music']"
March of the Penguins,6.9,17.537154,"['documentary', 'family']"
Margin Call,6.7,26.259389,"['thriller', 'drama']"
August,6.2,1.419431,['drama']
Choke,6.0,11.637458,"['comedy', 'drama']"
Whiplash,8.3,192.528841,['drama']
City of God,8.1,44.356711,"['drama', 'crime']"
Human Traffic,6.8,4.859873,"['comedy', 'drama']"
To Write Love on Her Arms,6.8,6.723057,"['drama', 'music']"
The Dead Girl,6.4,3.069605,"['mystery', 'drama', 'crime', 'thriller']"
The Hunt,7.9,21.826888,['drama']
A Christmas Story,7.4,15.128316,"['comedy', 'family']"
Bella,6.7,1.814802,"['drama', 'romance']"
Class of 1984,6.2,5.643023,"['action', 'drama', 'horror', 'crime', 'thriller']"
The Opposite Sex,4.1,2.964785,['comedy']
Dreaming of Joseph Lees,8.0,0.11615,"['romance', 'drama']"
The Class,6.8,13.437038,['drama']
Rosemary's Baby,7.5,26.180367,"['horror', 'drama', 'mystery']"
The Man Who Shot Liberty Valance,7.4,11.735287,['western']
Adam,6.9,8.308442,"['drama', 'romance']"
Maria Full of Grace,6.9,3.027892,"['drama', 'thriller', 'crime']"
Beginners,6.8,11.933449,"['drama', 'romance', 'comedy']"
Feast,6.1,8.825113,"['action', 'comedy', 'horror']"
Animal House,7.0,17.332585,['comedy']
Goldfinger,7.2,47.812466,"['adventure', 'action', 'thriller']"
Antiviral,5.7,11.753553,"['sciencefiction', 'horror']"
It's a Wonderful Life,8.0,42.868495,"['drama', 'family', 'fantasy']"
Trainspotting,7.8,63.513324,"['drama', 'crime']"
The Original Kings of Comedy,6.3,1.918959,['comedy']
Paranormal Activity 2,5.7,22.789649,"['horror', 'thriller']"
Waking Ned,7.4,5.735912,"['comedy', 'romance']"
Bowling for Columbine,7.3,11.414843,['documentary']
Coming Home,6.9,6.017273,['drama']
A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,21.607228,['horror']
A Room with a View,6.9,7.961559,"['drama', 'romance']"
The Purge,6.0,54.403033,"['sciencefiction', 'horror', 'thriller']"
Sinister,6.7,41.045084,"['horror', 'thriller', 'mystery']"
Martin Lawrence Live: Runteldat,5.0,0.295226,['comedy']
Cat on a Hot Tin Roof,7.6,16.553594,"['drama', 'romance']"
Beneath the Planet of the Apes,6.2,24.393296,"['adventure', 'sciencefiction', 'mystery']"
Air Bud,5.3,11.241802,"['comedy', 'family', 'drama']"
Pokémon: Spell of the Unknown,5.9,9.18885,"['adventure', 'fantasy', 'animation', 'action', 'family']"
Friday the 13th Part VI: Jason Lives,5.7,11.158167,"['horror', 'mystery', 'thriller']"
The Bridge on the River Kwai,7.7,23.109959,"['drama', 'history', 'war']"
Spaced Invaders,4.7,1.586598,"['comedy', 'family', 'sciencefiction']"
Family Plot,6.7,3.832858,"['comedy', 'crime', 'thriller']"
The Apartment,8.1,22.889294,"['comedy', 'drama', 'romance']"
Jason Goes to Hell: The Final Friday,4.2,10.341982,"['fantasy', 'horror', 'thriller']"
Torn Curtain,6.4,7.924982,"['mystery', 'thriller']"
Dave Chappelle's Block Party,6.4,1.697846,"['comedy', 'documentary', 'music']"
Slow West,6.6,14.936661,"['romance', 'thriller', 'western']"
Krush Groove,7.0,0.720091,"['drama', 'music', 'romance']"
Next Day Air,5.3,2.747402,"['action', 'comedy', 'crime']"
Elmer Gantry,7.3,6.734965,['drama']
Judgment at Nuremberg,7.6,13.338539,"['drama', 'history']"
Trippin',4.5,0.185373,"['comedy', 'romance']"
Red River,7.3,5.344815,['western']
Phat Girlz,3.7,0.982624,"['comedy', 'romance']"
Before Midnight,7.4,23.299907,"['romance', 'drama']"
Teen Wolf Too,3.8,4.103764,"['comedy', 'fantasy', 'family']"
Phantasm II,6.3,5.003615,"['action', 'horror', 'sciencefiction', 'thriller']"
Woman Thou Art Loosed,5.0,0.019984,['drama']
Real Women Have Curves,5.8,1.026243,"['comedy', 'drama']"
Water,6.8,2.787375,"['drama', 'foreign', 'romance']"
East Is East,6.5,3.667372,['comedy']
Whipped,3.1,2.144354,"['comedy', 'romance']"
Kama Sutra - A Tale of Love,5.7,3.937939,"['drama', 'history', 'romance']"
Please Give,6.0,5.325156,"['comedy', 'drama']"
Willy Wonka & the Chocolate Factory,7.4,23.981601,"['family', 'fantasy']"
Warlock: The Armageddon,5.2,3.107149,"['fantasy', 'horror', 'sciencefiction']"
8 Heads in a Duffel Bag,5.4,5.016607,"['comedy', 'crime']"
Days of Heaven,7.6,13.857194,"['drama', 'romance']"
Thirteen Conversations About One Thing,6.4,6.997495,['drama']
Jawbreaker,5.9,4.337685,['comedy']
Basquiat,6.6,3.636634,"['drama', 'history']"
Frances Ha,7.2,15.492257,"['comedy', 'drama']"
Tsotsi,6.9,2.504169,"['crime', 'drama']"
Happiness,7.4,10.757539,"['comedy', 'drama']"
DysFunktional Family,6.1,1.580027,"['comedy', 'documentary']"
Tusk,5.1,15.754614,"['comedy', 'horror']"
Oldboy,8.0,56.76349,"['drama', 'thriller', 'mystery', 'action']"
Letters to God,6.5,3.644872,"['action', 'drama', 'family', 'thriller']"
Hobo with a Shotgun,5.7,16.900433,"['action', 'comedy', 'thriller']"
Compadres,5.2,1.569246,"['action', 'comedy']"
Freeway,6.5,4.682881,"['comedy', 'drama', 'thriller']"
Love's Abiding Joy,5.8,1.128559,"['tvmovie', 'action', 'drama', 'family']"
Fish Tank,6.9,12.68672,['drama']
Damsels in Distress,5.6,3.750338,"['comedy', 'romance']"
Creature,4.0,2.857848,"['horror', 'sciencefiction', 'thriller']"
Bachelorette,5.3,20.95282,"['comedy', 'romance']"
Brave New Girl,3.7,0.18094,"['drama', 'music', 'family']"
Tim and Eric's Billion Dollar Movie,5.2,1.75311,['comedy']
Summer Storm,6.7,3.120747,"['comedy', 'drama']"
Fort McCoy,6.3,0.384496,"['war', 'drama', 'history']"
Chain Letter,3.9,2.504156,"['horror', 'thriller']"
Just Looking,5.8,0.431332,"['drama', 'comedy']"
The Divide,5.7,11.882563,['sciencefiction']
The Eclipse,6.1,9.342465,"['drama', 'horror', 'romance']"
Demonic,4.9,12.564554,"['thriller', 'horror']"
My Big Fat Independent Movie,3.0,0.68822,['comedy']
The Deported,0.0,0.194848,"['comedy', 'family']"
Tanner Hall,5.4,2.015525,['drama']
Open Road,5.2,2.680629,"['action', 'drama', 'thriller']"
They Came Together,5.3,12.036888,['comedy']
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9,1.737032,['comedy']
Never Back Down 2: The Beatdown,5.8,9.249229,"['drama', 'action']"
Point Blank,7.1,5.164423,"['action', 'crime', 'drama', 'thriller']"
Four Single Fathers,0.0,0.008263,"['drama', 'comedy']"
Enter the Dangerous Mind,4.8,1.998826,['thriller']
Something Wicked,4.6,1.968679,"['mystery', 'thriller']"
AWOL-72,2.8,1.141463,['thriller']
Iguana,6.0,0.214704,[]
Chicago Overcoat,6.1,1.034844,"['action', 'crime', 'thriller']"
Barry Munday,6.3,1.975941,"['comedy', 'drama', 'romance']"
Central Station,7.6,5.928937,['drama']
Pocketful of Miracles,7.3,3.370225,"['comedy', 'drama']"
Close Range,4.9,5.485217,"['crime', 'action']"
Boynton Beach Club,6.8,0.18887,"['comedy', 'drama', 'romance']"
Amnesiac,4.1,3.077885,"['thriller', 'mystery', 'drama', 'horror']"
Freakonomics,6.6,1.781462,['documentary']
High Tension,6.6,4.952983,"['horror', 'thriller', 'mystery']"
Griff the Invisible,6.1,1.35088,"['romance', 'comedy', 'drama']"
Unnatural,4.3,0.687656,"['thriller', 'action', 'horror']"
Hustle & Flow,6.9,6.39503,['drama']
Some Like It Hot,8.0,39.30982,"['comedy', 'romance']"
Friday the 13th Part VII: The New Blood,5.3,9.070842,"['horror', 'thriller']"
The Wizard of Oz,7.4,67.417542,"['adventure', 'family', 'fantasy']"
Young Frankenstein,7.7,36.444894,"['comedy', 'sciencefiction']"
Diary of the Dead,5.4,15.351412,"['horror', 'action', 'sciencefiction']"
Lage Raho Munna Bhai,7.6,2.436019,"['comedy', 'drama', 'romance']"
Ulee's Gold,6.5,0.93392,['drama']
The Black Stallion,7.0,11.35972,"['adventure', 'family']"
Sardaarji,9.5,0.296981,[]
Journey to Saturn,4.9,1.776624,"['action', 'adventure', 'animation', 'comedy', 'sciencefiction']"
Donovan's Reef,6.0,1.897263,"['adventure', 'comedy', 'romance']"
The Dress,7.0,0.144031,"['comedy', 'drama']"
A Guy Named Joe,6.0,0.531444,"['drama', 'romance', 'war']"
Blazing Saddles,7.2,22.793929,"['western', 'comedy']"
Friday the 13th: The Final Chapter,5.9,14.013414,"['horror', 'thriller']"
Ida,7.1,13.265432,['drama']
Maurice,7.1,11.552247,"['drama', 'romance']"
Beer League,5.3,1.73892,['comedy']
Riding Giants,7.6,0.895946,['documentary']
Timecrimes,7.0,19.02965,"['sciencefiction', 'thriller']"
Silver Medalist,7.4,0.406645,"['action', 'adventure', 'comedy', 'drama', 'foreign']"
Timber Falls,5.2,3.687574,"['horror', 'thriller']"
Singin' in the Rain,7.8,36.556954,"['comedy', 'music', 'romance']"
"Fat, Sick & Nearly Dead",7.1,0.545825,['documentary']
A Haunted House,5.4,18.661541,"['comedy', 'horror']"
2016: Obama's America,4.6,0.973582,['documentary']
That Thing You Do!,6.8,14.885388,"['comedy', 'drama']"
Halloween III: Season of the Witch,5.0,12.030456,"['horror', 'mystery', 'sciencefiction']"
Escape from the Planet of the Apes,6.3,18.30961,"['action', 'sciencefiction']"
Hud,7.5,6.82919,"['action', 'drama', 'western']"
Kevin Hart: Let Me Explain,7.1,9.799357,"['comedy', 'documentary']"
My Own Private Idaho,7.1,10.363642,"['drama', 'romance']"
Garden State,7.1,30.583959,"['comedy', 'drama', 'romance']"
Before Sunrise,7.7,23.672571,"['drama', 'romance']"
Evil Words,6.9,0.205034,"['horror', 'mystery', 'thriller']"
Jesus' Son,6.7,5.581743,"['comedy', 'drama', 'romance']"
Saving Face,6.8,2.487255,"['comedy', 'romance']"
Brick Lane,5.2,0.262135,['drama']
Robot & Frank,6.8,23.419061,"['sciencefiction', 'comedy', 'drama', 'crime']"
My Life Without Me,7.2,7.958831,"['drama', 'romance']"
The Spectacular Now,6.8,25.722747,"['comedy', 'drama', 'romance']"
Religulous,7.2,9.774126,"['comedy', 'documentary']"
Fuel,7.0,0.197469,"['documentary', 'drama']"
Valley of the Heart's Delight,7.0,0.142255,['drama']
Eye of the Dolphin,7.1,0.301884,['drama']
8: The Mormon Proposition,5.5,0.424957,['documentary']
The Other End of the Line,6.1,3.393648,"['comedy', 'romance']"
Anatomy,6.1,5.025938,"['horror', 'thriller']"
Sleep Dealer,6.0,4.624691,"['drama', 'sciencefiction', 'thriller']"
Super,6.6,12.204569,"['comedy', 'action', 'drama']"
Christmas Mail,5.0,0.630226,"['comedy', 'family']"
Stung,4.9,4.270489,"['comedy', 'horror']"
